-3.58,1.94,8.97,-0.03,0.08,0,-7.69,0.98,-0.73,1
32.59,-11.67,-31.59,35.94,-9.65,-36.85,-0.12,-0.12,-0.18,3
-4.87,0.5,8.54,-0.01,0.01,0.02,0.06,-0.06,-0.06,3
-4.56,1.64,7.06,3.03,0.88,0.88,0.24,-50.23,43.76,1
3.99,8.61,1.97,-0.08,-0.1,-0.03,0.31,-0.31,0.06,3
-6.16,-2.99,4.65,-4.63,-5.23,-4.79,25.09,-28.56,-52.43,2
-5.03,0.57,9.49,0.15,-0.61,1.23,17.09,15.32,-0.37,1
-4.62,1.06,8.63,-0.05,0.02,0,-1.89,-1.04,-0.61,3
5.24,8.12,1.31,-0.08,-0.01,-0.11,0.18,6.47,1.34,3
-6.78,1.74,3.76,-2.56,-0.01,-4.94,-13.55,-12.51,-3.48,2
4.12,8.58,1.95,-0.04,-0.09,-0.03,-0.24,0,-0.31,3
-4.82,1.77,8.55,-0.1,0.02,0.11,35.83,186.52,-24.29,1
-11.36,3.16,10.57,-7.97,0.22,1.83,-16.72,112.79,-28.02,2
-4.76,0.72,8.59,0.01,0.01,0.04,0.12,-0.06,0.37,3
-4.64,1.06,8.63,-0.05,0.03,0.01,1.1,-0.67,-0.06,3
-5.2,2.01,8.2,0.02,-0.03,0.13,5,3.36,-3.36,1
-4.78,2,8.43,-0.01,0.81,-0.06,7.26,-0.12,-5.13,1
-4.88,0.5,8.54,-0.02,0,0.02,-0.31,-0.12,-0.18,3
-9.27,2.68,17.06,0.1,4.76,14.97,55.18,-383.91,133.97,2
4.11,8.57,1.98,-0.05,-0.1,-0.02,0.06,-0.24,-0.06,3
4.16,8.53,1.99,-0.06,-0.1,-0.01,-0.37,-0.55,-1.16,3
-4.87,0.46,8.54,0,-0.02,0.02,0.61,0,-0.06,3
-4.88,0.9,9.58,3.61,-0.8,4.94,33.69,-79.96,-125.31,2
-4.88,0.49,8.55,-0.02,0,0.03,-0.24,-0.18,-0.12,3
-4.71,1.51,8.57,-0.09,-0.02,0.04,4.39,0.06,2.14,3
4.13,8.57,1.95,-0.03,-0.1,-0.04,0.12,-0.24,-0.12,3
-4.79,1.52,8.58,-0.14,-0.16,0.1,-5.98,-0.55,0.31,3
0.98,0.58,7.24,9.33,0.5,2.08,-212.52,-32.23,55.66,2
-5.32,0.72,8.11,0.12,0.26,-0.06,-36.8,-17.46,-4.58,1
-5.06,1.86,8.25,-0.03,0.17,-0.01,0.79,1.77,1.34,1
-8.83,1.59,-0.06,-1.92,-1.71,-6.2,-83.25,-248.11,-103.03,1
-5.44,0.4,8.26,-0.07,0.01,0.05,0.79,0.92,1.16,1
4.16,8.51,2.04,-0.09,-0.11,0.01,-0.49,0.06,-0.92,3
-4.83,1.28,8.54,0.67,0.64,0.43,-5.74,-5.55,8.85,1
4.19,8.45,2.39,-0.07,-0.04,-0.08,0.43,-0.37,-3.3,3
-4.46,3.74,8.82,2.45,4.11,1.86,-21,-105.41,148.32,1
-5.55,-1.41,6.26,-3.5,-4.73,-2.75,9.34,28.63,-102.05,1
-7.46,4.06,7.34,-1.31,3.65,-0.3,-8.24,-95.4,128.97,1
-5.5,1.32,8.24,0.43,0.47,0.46,-5.43,-0.24,-11.9,1
4,8.55,2.27,-0.06,-0.09,-0.03,0.24,0.24,2.26,3
5.71,7.53,1.57,-0.13,-0.21,0.04,-0.12,-1.65,-0.24,3
-4.85,2.01,8.34,-0.06,0.02,0,4.7,0.18,3.3,3
-3.68,2.12,8.98,-0.05,0.06,0.09,0.31,0.06,0,1
-9.88,8.84,8.55,-3.75,10.11,0.98,-31.43,-258.79,93.38,2
-4.77,2.26,8.34,-0.03,0.04,0.02,-0.18,-0.24,-0.12,3
-4.88,0.46,8.54,-0.02,-0.01,0.02,-0.12,-0.12,-0.06,3
4.11,8.58,1.96,-0.05,-0.09,-0.02,-0.31,-0.06,-0.24,3
-4.87,0.48,8.54,-0.01,0,0.02,0.37,-0.12,-0.12,3
-5.68,0.7,5.59,1.41,-0.52,-1.1,-7.08,42.48,62.68,1
4.91,8.16,1.74,-0.04,-0.13,-0.08,-6.47,24.23,-11.05,3
-4.87,0.46,8.55,-0.01,-0.01,0.03,-0.49,0,-0.24,3
-8.43,1.8,6.67,-1.06,0.21,0.38,23.5,7.14,101.2,1
-4.78,0.4,8.58,-0.01,0.1,0,-2.62,-0.55,-1.46,3
-5.8,1.72,8.14,0.09,0.37,0.4,-19.23,-5.37,3.23,1
2.39,-1.17,7.56,8.62,-1.92,0,139.47,-84.66,-10.5,1
-3.53,-4.8,12.49,2.59,-4.85,4.81,147.71,-134.03,-77.7,2
-4.88,0.49,8.55,-0.01,0,0.03,-0.18,-0.12,-0.12,3
4.12,8.56,1.97,-0.05,-0.1,-0.02,-0.12,-0.06,-0.43,3
-4.77,0.7,8.57,0,0,0.01,-1.28,-0.06,-0.43,3
-4.83,1.05,8.56,-0.08,-0.02,0.04,-1.1,1.28,0.92,1
-12.25,0.85,4.11,-5.04,-2.28,-1.78,50.84,43.33,9.83,1
-4.61,3.4,7.96,0.03,0.22,-0.09,-3.3,-1.04,0.43,3
-2.9,-17.98,0,-2.9,-16.75,0,52.06,109.92,96.01,1
-4.88,0.48,8.54,-0.02,0,0.02,-0.43,0,-0.24,3
-4.7,1.94,8.38,-0.01,0.38,-0.11,-2.75,0.18,-3.72,1
-4.77,0.73,8.58,0,0,0.02,-0.18,-0.06,0.12,3
-3.49,1.59,8.3,6.13,1.88,6.35,-80.99,-69.52,-99.67,1
-5.19,1.46,8.66,-0.45,-0.62,0.31,-1.28,-0.67,-9.77,1
-2.4,3.66,5.2,5.96,3.19,0.08,10.93,24.66,46.94,1
-4.88,0.49,8.54,-0.02,0.01,0.02,-0.24,-0.06,-0.12,3
-8.87,5.39,8.9,-0.49,4.02,3.96,34.06,-154.97,74.52,1
-4.88,0.48,8.53,-0.02,0,0.01,-0.12,-0.18,-0.18,3
-6.85,3.86,6.92,2.36,2.78,3.69,-8.42,-64.64,-130.07,2
-4.47,2.62,10.96,1.16,1.23,3.04,1.4,228.94,-45.65,2
-3.79,5.19,7.15,4.65,3.45,2.43,-19.59,-50.35,-52.73,2
-10.87,-0.82,8.58,-5.94,-2.79,0.31,-12.82,67.08,-8.3,2
-4.89,0.95,8.51,0.03,0.08,0.06,7.45,2.2,-8.91,3
-4.87,0.48,8.53,-0.01,0,0.01,0,-0.12,-0.06,3
-9.92,1.47,2.97,-3.81,-1.15,-4.26,-2.81,76.97,-8.3,1
-5.28,1.07,9.79,1.67,-0.81,3.11,-31.07,-70.56,-30.15,1
-4.89,-0.5,8.39,-0.83,-1.82,-0.46,-1.71,-1.71,0.49,1
-4.84,2.04,8.27,-0.13,0.18,-0.14,-2.69,-0.24,1.95,1
-8.68,3.77,9.32,-5.02,2.87,0.25,156.62,-244.81,10.19,2
4.11,8.57,1.96,-0.05,-0.09,-0.03,-0.18,-0.18,-0.12,3
-6.71,2.58,8.47,-0.96,0.52,0.78,-27.77,3.11,11.72,1
-4.78,0.8,8.46,-0.12,0.33,-0.17,10.38,2.08,7.26,3
-4.55,2.14,8.61,0.19,0.42,0.18,52.19,273.5,-8.42,1
-4.88,2.89,8.96,4.81,3.16,7.39,-188.42,-239.69,-42.6,2
-4.93,0.98,8.31,0,0.58,-0.17,3.23,0.18,6.65,3
-4.87,0.48,8.52,-0.01,0.01,0,-0.85,-0.55,-0.31,3
-4.76,0.49,8.63,0,-0.04,0.06,2.81,0.12,-0.18,3
-4.87,0.39,8.64,-0.07,-0.04,0.08,-3.85,3.54,1.65,3
-10.02,5.02,6.3,-7.49,1.49,-2.51,-30.52,66.59,97.9,1
4.13,8.56,1.93,-0.03,-0.1,-0.07,-0.18,0.18,-0.24,3
-4.77,2.59,8.23,-0.03,0.03,0.01,-2.5,0.37,-0.55,3
-5.07,0.85,8.38,-0.07,-0.02,-0.03,-0.67,-3.85,0.92,3
-4.87,0.46,8.54,-0.01,-0.02,0.02,0.12,-0.18,0,3
5.04,8.15,1.58,-0.05,-0.06,-0.19,0.06,2.56,-0.92,3
4.1,8.49,2.26,-0.08,-0.09,-0.03,-0.55,1.1,0.12,3
-3.62,5.62,9.02,2.07,3.03,1.44,-2.75,-1.77,-7.08,1
-4.88,0.5,8.52,-0.02,0.03,0,-0.43,-0.06,-0.06,3
-4.71,2.68,8.17,0,0.11,-0.06,-3.17,2.93,-0.98,3
4.03,8.53,2.26,-0.06,-0.1,-0.03,0,0.73,2.69,3
-5.62,1.37,10.71,0.8,-0.79,3.6,156.74,186.4,-47.55,1
-0.42,5.02,5.49,2.23,2.99,-3.74,109.25,14.4,-154.24,2
-5.41,-4.15,9.4,4.18,-3.8,7.28,-149.66,-233.95,-16.17,2
-2.31,-0.53,9.05,6.77,0.53,5.45,-28.14,-257.69,35.28,2
-6.31,1.7,7.39,-0.8,-0.1,-0.53,43.46,-8.97,-18.07,1
-4.88,0.48,8.54,-0.01,0,0.03,-0.24,-0.12,-0.24,3
-8.63,0.6,3.97,-1.25,-2.15,-1.89,-10.38,-56.64,-39.92,1
-4.97,1.73,8.49,0.2,0.4,0.25,59.45,103.82,-15.44,1
-4.67,1.43,8.64,-0.09,-0.06,0.08,-4.27,1.71,-1.71,3
-3.81,1.51,13.37,1.29,0.15,5.09,15.32,479,-30.64,2
-4.87,0.47,8.53,-0.01,0,0.01,0.06,-0.12,-0.06,3
-13.8,7.84,8.01,-7.35,10.14,0.98,-2.75,18.43,-7.02,2
-5.2,5.72,13.05,2.63,7.1,7.3,-192.2,-159.67,66.89,2
2.42,3.02,9.82,6.71,1.43,1.13,-33.51,56.64,139.71,1
-9.91,8.71,10.5,-4.16,11.55,3.07,85.94,-349.61,149.72,2
4.11,8.58,1.97,-0.04,-0.09,-0.01,0.12,-0.31,-0.24,3
-2.4,2.57,6.79,6.28,2.43,2.2,47,-80.57,83.13,1
-8.09,0.64,6.46,-0.97,-0.38,-0.23,20.51,-61.58,-5,1
0.08,-0.5,5.06,3.51,-1.87,-4.03,18.8,-60.91,44.25,1
4.11,8.58,1.98,-0.05,-0.09,0,-0.18,-0.18,-0.18,3
-4.88,0.49,8.51,-0.02,0.01,-0.01,-0.85,-0.18,-0.06,3
4.11,8.57,1.96,-0.05,-0.09,-0.04,-0.12,-0.31,-0.12,3
-5.07,1.18,8.36,-0.06,0.02,0,0.24,-3.36,0.61,3
-4.78,0.69,8.58,-0.01,-0.02,0.02,0.06,-0.06,0,3
-3.5,-2.43,7.97,0.61,-4.65,-0.67,-3.97,17.88,-5.49,2
4.09,8.48,2.34,-0.09,-0.09,0,0.06,0.49,0.67,3
-4.3,-3.32,9.59,1.18,-4.52,1.53,19.23,-64.64,-55.05,1
-4.26,3,8.57,0.52,0.3,0.43,-2.01,-1.28,-7.14,1
-4.66,1.4,8.56,-0.02,0.03,0.01,-1.16,0,-0.31,3
-7.78,1.35,6.34,-5,-0.84,-2.82,-2.5,7.14,-32.65,1
-4.87,0.48,8.55,-0.01,0,0.03,-0.12,-0.24,-0.12,3
-4.27,1.17,9.15,1.23,0.21,1.07,92.04,21.97,43.95,1
-7.92,4.74,9.89,-3.23,4,1.3,103.09,-220.15,147.4,2
-4.71,1.56,8.47,-0.01,0.09,-0.02,7.02,5.55,0.67,3
-9.61,-0.46,6.55,-6.54,-2.68,-2.51,-276.98,-50.29,172.18,1
-6.29,-0.96,9.65,-4.18,-3.32,0.35,-32.04,126.77,-41.08,1
-4.87,0.48,8.54,-0.01,-0.01,0.02,-0.55,-0.06,-0.31,3
-4.65,1.42,8.61,-0.03,-0.02,0.07,8.85,0.49,0.55,3
-4.88,0.49,8.53,-0.02,0,0.01,0.18,-0.12,-0.12,3
-3.69,0.7,9.7,0.03,-0.94,0.76,20.87,-32.71,-23.19,1
-4.78,0.75,8.56,-0.01,0.01,0,-0.92,-0.18,-0.49,3
-4.71,1.56,8.46,-0.33,-0.09,-0.18,25.7,219.3,-48.89,1
-11.87,1.81,4.29,-9.94,0.08,-5.18,-214.6,93.99,3.36,2
5.45,7.88,1.45,0.02,-0.16,-0.03,0.43,-1.83,-2.01,3
-5.35,1.56,8.25,-0.27,-0.12,0.02,0.55,6.84,9.95,1
4.11,8.58,1.95,-0.05,-0.08,-0.05,-0.06,0.06,-0.24,3
4.22,8.53,1.95,-0.04,-0.09,-0.05,0,-0.37,0.06,3
-4.88,0.47,8.55,-0.02,-0.02,0.03,0.31,-0.12,-0.06,3
-4.69,1.28,8.77,-0.04,-0.53,0.31,77.82,202.39,-23.68,1
-4.77,0.51,8.59,-0.01,0.02,0.02,-2.2,-0.37,-0.43,3
-4.87,0.48,8.54,-0.01,-0.01,0.02,0,-0.12,0,3
4.23,8.51,1.97,-0.04,-0.1,-0.03,-0.49,0,-0.98,3
4.1,8.57,1.97,-0.06,-0.1,-0.01,0,-0.43,0,3
-2.88,3.1,11.16,3.18,1.09,3.7,-43.88,12.15,-79.53,1
-4.77,2.25,8.33,-0.04,0.04,0.01,-0.43,-0.06,-0.37,3
-4.76,2.25,8.31,-0.03,0.04,0,-0.12,-0.06,-0.55,3
-4.3,-3.35,4.32,-0.08,-4.81,-4.43,-30.21,-79.1,44.01,1
-9.15,8.29,4.45,-5.14,6.03,-4.22,-12.15,-3.97,19.65,2
-0.06,-1.29,2.91,5.46,-2.29,-5.15,-5.86,33.02,87.59,1
-7.15,2.13,3.21,-0.06,-0.76,-2.94,-114.01,-135.62,14.89,1
-5.08,2.39,8.36,-0.19,0.37,0.08,5.92,-0.61,-6.35,1
4.09,8.58,1.96,-0.07,-0.09,-0.02,-0.06,-0.24,-0.12,3
4.11,8.57,1.97,-0.05,-0.1,-0.01,-0.12,-0.24,-0.18,3
-4.88,0.47,8.54,-0.02,-0.01,0.02,-0.18,-0.18,0,3
4.1,8.56,2.01,-0.04,-0.11,-0.02,-0.37,-0.79,-1.4,3
-4.73,1.2,8.71,0.05,0.14,0.19,29.42,2.44,-8.12,1
-5.25,1.29,8.36,-0.25,-0.06,0.02,-10.74,69.82,-6.29,1
-4.88,0.47,8.54,-0.02,0,0.02,0.12,-0.24,-0.06,3
-7.73,4.71,9.08,-3.02,4.37,0.47,-69.34,-89.54,3.11,2
-4.87,0.48,8.53,-0.01,0,0.01,-0.06,-0.18,-0.06,3
2.33,-1.38,7.74,8.43,-2.26,0.09,130.62,-108.09,-4.33,1
-5.54,2.39,10.65,2.25,0.03,5.15,9.77,-58.59,-18.86,1
-5.16,1.7,8.34,-0.09,0.28,0.05,118.1,155.88,-81.6,1
-7.19,-0.01,6.7,-4.55,-3.55,-2.07,-44.74,64.58,32.23,1
5.82,6.49,4.06,-0.06,-0.18,-0.11,-4.64,-20.94,-41.81,3
-5.14,1.29,8.48,-0.16,0.16,0.09,23.62,23.99,-15.2,1
-2.45,3.04,8.44,4.76,2,1.86,-36.8,-83.19,-99.91,1
4.85,8.14,1.89,-0.1,-0.14,0.07,-3.85,12.57,-13.06,3
-7.66,3.8,8.78,-4,2.75,-0.28,-13.06,104.25,44.56,2
-3.7,1.72,13.03,4.95,2.79,8.5,-18.01,-221.68,30.21,2
-4.87,0.49,8.53,0,0,0.02,-0.24,-0.12,-0.12,3
-4.87,0.5,8.54,-0.01,0.01,0.02,-0.24,-0.12,-0.06,3
-5.77,0,8.66,-0.35,-0.48,0.48,-30.7,77.39,16.11,1
-4.86,0.45,8.53,0,-0.02,0.01,0.37,-0.06,-0.61,3
-4.93,2.07,8.31,-0.03,-0.01,0.06,-3.78,0.98,0.73,1
-4.61,1.17,8.64,-0.03,0.04,0.03,2.2,0.06,-1.34,3
-5.56,0.56,10.59,-1.24,-1.61,2.05,-111.57,-41.93,3.17,1
-4.72,1.41,8.57,-0.03,0,0.05,4.03,-0.55,-3.17,3
-4.59,1.7,8.47,0.03,0.08,-0.04,-6.16,0.43,-1.16,3
-0.81,0.89,3.46,5.26,-0.26,-4.17,6.23,-131.96,66.47,1
-4.34,3.28,9.48,0.49,1.3,1.16,54.69,357.3,-13,2
4.12,8.56,1.99,-0.05,-0.1,-0.01,0,-0.37,0.18,3
-4.87,0.46,8.54,-0.02,0.01,0.02,-8.12,-2.2,-1.65,3
-4.58,2.36,8.64,0.01,0.46,0.17,87.22,291.02,-10.19,1
-0.71,3.28,7.32,8.62,4.35,4.44,-106.87,-173.65,7.08,1
-4.78,0.73,8.57,-0.01,0.01,0.01,-0.61,-0.24,-0.24,3
-8.73,2.15,4.94,-2.55,-0.04,-2.38,40.53,-14.59,-29.48,1
-4.41,-1.42,9.33,0.41,-2.22,0.81,52.43,-1.22,-57.13,2
-12.54,6.04,2.6,-10.5,5.56,-6.99,-42.54,-24.96,-9.83,2
-5.17,1.19,8.97,-0.37,0.07,0.47,10.62,0.92,-2.38,1
